"Test_Train" "Subject" "labels" "Mean" "S.D" "body_acc_x_mean" "body_acc_x_sd" "body_acc_y_mean" "body_acc_y_sd" "body_acc_z_mean" "body_acc_z_sd" "body_gyro_x_mean" "body_gyro_x_sd" "body_gyro_y_mean" "body_gyro_y_sd" "body_gyro_z_mean" "body_gyro_z_sd" "total_acc_x_mean" "total_acc_x_sd" "total_acc_y_mean" "total_acc_y_sd" "total_acc_z_mean" "total_acc_z_sd"
2 1 5 -0.616973401597861 0.588597672314509 0.00226869044134375 0.00295258510631258 -0.00165537132054687 0.00461877806075168 -0.00812555056015625 0.0185770724394662 0.0222503515984375 0.01449080464396 0.0194027690614844 0.0199062773666703 0.00946815436515625 0.0059665908392478 1.0193045703125 0.00179759179535671 -0.12426187265625 0.00328284689375382 0.099731794609375 0.00398519687552205
2 1 5 -0.647452647823529 0.535919132370063 0.00017373955275 0.00198870084200492 0.000381628339609375 0.00595302469223956 -0.0050253200125 0.0101615033263852 0.01192575516875 0.0163981463261374 -0.00431374181507813 0.0103967541777933 0.0063075711740625 0.00745988550464917 1.01944796875 0.00193950348357389 -0.12293556953125 0.00494949394765599 0.096939477890625 0.00493781322265672
2 1 5 -0.652025983711765 0.52997438810499 0.000428091215703125 0.00291978259971281 -0.00122159141171875 0.00733900356673783 -0.00170259293828125 0.00681258464905976 -0.0041495421875 0.0223438833650337 -0.01264002699375 0.00694731569945926 0.00433476421023437 0.00878780948536103 1.0199265078125 0.00291539571737952 -0.12499678125 0.00648493761672956 0.09289679640625 0.00616910432675562
2 1 5 -0.657534953336756 0.532444199278966 0.000329352312734375 0.00268847250825454 -0.004753393611875 0.00456888005691207 -0.00494682587421875 0.00470289202984011 -0.0162283777617187 0.00920106160771205 -0.00769651570234375 0.00782344891360551 -0.000351901151796875 0.00821864830198966 1.0203490546875 0.0025842541966477 -0.1304927109375 0.00404462281698683 0.08765391765625 0.00496449308099206
2 1 5 -0.654057956196078 0.533657624298974 -0.00019515715203125 0.00202335450628415 0.00029818547171875 0.00501054864459402 -0.00233029287640625 0.00473768431221371 -0.00648257872109375 0.0146011367177878 -0.0001664355296875 0.00784580044748642 -0.003957091590625 0.00829240776497757 1.02025534375 0.00195630642833259 -0.13020888671875 0.00389113841290758 0.08499887359375 0.00365099895035359
2 1 5 -0.659554030525312 0.532248592816158 -7.7691765703125e-05 0.00228446639116421 0.00369273010984375 0.00335870403411663 0.001047306393125 0.00384957780691859 -0.00113513005390625 0.0146035507333714 0.00178172668203125 0.00804532919118796 -0.00324004854921875 0.010386615433926 1.020177453125 0.0022765382680672 -0.12627476875 0.00423397095526639 0.085844796640625 0.00389249716308106
2 1 5 -0.645116775069519 0.53565673190081 0.000387043396015625 0.00241895037246952 -0.00131265738859375 0.00733918685209014 -0.00056637150859375 0.00606196834605051 -0.000954378540625 0.0119942367283265 -0.0039313067640625 0.0102743395532803 0.0040416269709375 0.0122861035509838 1.020628984375 0.00244013100521028 -0.12735727265625 0.0062998021465834 0.08544469765625 0.00548594871367306
2 1 5 -0.645325383887504 0.535450489791814 -2.9529718359375e-05 0.00253649366632175 -0.00700232457460937 0.00741734240750933 -0.0056332259484375 0.00633756871740441 0.00358354369921875 0.0111843831315222 -0.0016042518234375 0.0116541587175895 0.0034357441303125 0.0125931992880315 1.020609890625 0.00242632023720174 -0.13546710625 0.00751279758911943 0.07896619046875 0.00705611000846849
2 1 5 -0.641482099815508 0.539961296555247 -5.81850862421875e-05 0.00228657441037499 -0.00241933872695312 0.00835402079295387 -0.00411048711195313 0.00596238612824911 0.00293300780734375 0.00963891472727825 0.00358385005296875 0.00745291846214968 -0.00374865520546875 0.00837004044224953 1.0205739375 0.00212747939560884 -0.13854310546875 0.00489352878088399 0.07401286828125 0.00364784272864774
2 1 5 -0.647290997762888 0.523756357116073 0.000620286665710937 0.00310696503075431 0.00376487770234375 0.00638724412409942 0.000740780348203125 0.00549979070311306 0.00439301099303125 0.0148151151440131 0.001541271894375 0.0117303093414301 -0.0032561141890625 0.0114676916159783 1.0212077578125 0.00305984340020805 -0.13428446328125 0.00684308505555919 0.074693664765625 0.00548237645294245
2 1 5 -0.644086386082888 0.53162090539876 -0.000143327279101563 0.00310317176955742 0.00231643209695312 0.00633283208594973 0.00160853301 0.00565927843906554 0.00305962677592188 0.0150536933170288 0.0024628152609375 0.0110322889481639 -0.00037665276171875 0.0114386390643192 1.0209990234375 0.00301982711207909 -0.1317973015625 0.00583942105211934 0.075938396640625 0.00573076288214373
2 1 5 -0.658825698502317 0.538804485611698 -0.000277713151132812 0.00198848523792322 -0.00225705646710937 0.00391783709637776 3.478350921875e-05 0.00433395813506 -0.00360794392226563 0.00677627158026921 -0.00014777854296875 0.00540502662687768 0.0023212706618125 0.00423040752624784 1.0209004375 0.0018722358596537 -0.13407601015625 0.00398538828497576 0.076008878984375 0.0041427527979519
2 1 5 -0.654020403976524 0.542897492203905 0.000181605713125 0.00169966667461767 -0.00171862227109375 0.00435067230540467 -0.00146145341640625 0.00369595922279974 -0.0015405563046875 0.00566502487943974 -0.000724496405078125 0.0042240790884793 -6.6067692984375e-05 0.00419406684308076 1.021178046875 0.0016301164436422 -0.13583301484375 0.00340531324760951 0.074728438984375 0.00369050868350126
2 1 5 -0.653875139931551 0.547634638062761 -8.25961459375e-05 0.00168230026915233 0.00127212877070312 0.00335194450797134 0.000512413381796875 0.00421914594897684 0.0006062141996875 0.00377284527040378 0.00113237224023438 0.00384107304337162 -0.00119966587003125 0.00404500210711239 1.0209475546875 0.00168607702352804 -0.13461917109375 0.00296975441616095 0.07539410390625 0.00400961476483758
2 1 5 -0.60943354542139 0.558989320693267 0.0041978554525 0.00510922647698209 0.0232002855 0.0330469057678623 0.0154069193129687 0.0206667631928112 0.0176635804132813 0.0212644905080455 0.1044727909375 0.0465125041864979 -0.1154515265625 0.0450002146685473 1.0081494203125 0.00344827916330567 -0.2509985109375 0.0057446328054392 -0.0111827358179687 0.00478398191088758
2 1 5 -0.640511321434046 0.555611612698438 0.000335433913125 0.00244559333160232 -0.00308517843225 0.00603025736594974 -0.00454965983429687 0.00601382936752757 0.012235944784375 0.0114968928201474 0.0460711500390625 0.0270760588604636 -0.05013406490625 0.0341408044589092 1.0093213359375 0.00231314764679293 -0.2478147859375 0.00461969141473321 -0.0135884849609375 0.00524197445661295
2 1 5 -0.653508930552941 0.53760786801534 0.000301413454273437 0.00241241389292931 0.00122619366775 0.00483145969850658 -0.002821543820625 0.00615931411092959 0.01471535150625 0.0111815762387223 0.0126756791177344 0.0156524214523567 -0.0112414216304687 0.0146065913231719 1.009790109375 0.0023698370429188 -0.24547545703125 0.00487294392598324 -0.015921801078125 0.00528405630418755
2 1 5 -0.653391669550089 0.533196866545128 0.000527388555992187 0.00216751359697172 0.00168956267289063 0.00386626276757211 0.0006399213671875 0.0047510261436595 0.0154184417890625 0.0111067324061562 -0.00154500067054688 0.00984841103906452 0.00361634855703125 0.0109233640701261 1.010256296875 0.00217193831338634 -0.24463933359375 0.0034110022839088 -0.0162415676015625 0.00398592387107732
2 1 5 -0.655448835994474 0.54330706344489 3.200392328125e-05 0.00223385526560276 -0.000562573351328125 0.0028914565483059 -0.000290829338359375 0.00372226758001178 0.00312758665234375 0.00928547353827105 -0.0060732518828125 0.00377374579974883 0.00951085225 0.00445291709653954 1.010144 0.00221726703096723 -0.24523304609375 0.00286826418980266 -0.0167179978359375 0.00357428407693407
2 1 5 -0.645527588281462 0.555186826371533 -0.000413725171328125 0.00212967384505712 8.3112653359375e-05 0.00335264039513534 -0.00103117040390625 0.003453754992125 -0.00184305352109375 0.0052688713006511 -0.00453180617703125 0.00389044600737221 0.00637998093246875 0.00459257969464717 1.0096904453125 0.00212811866124891 -0.245019046875 0.00301309069765143 -0.017784075625 0.00336672066445509
2 1 5 -0.65609994263066 0.55154645632626 -2.8958115234375e-06 0.00209950568734773 0.00147895178664063 0.00270536760984223 0.000142179622109375 0.00375397175198553 -0.00220713992273437 0.00389690291352746 -0.00197171602757813 0.00336756212246967 0.003293169473875 0.00309393455386827 1.0097765625 0.00206188488703942 -0.24357020546875 0.0026457822809443 -0.0176257101015625 0.00359514635788606
2 1 5 -0.654135769801783 0.562833400033617 -8.72514912109375e-05 0.00214532345849342 -0.00044330449328125 0.0034491644192156 0.0005637156553125 0.00363995198408506 -0.0015511572225 0.00380273724566209 -0.00235436813648437 0.00304562408511466 0.00365246869257812 0.00331497702351184 1.0097259765625 0.00210374147937545 -0.24395393671875 0.00310962339725176 -0.01676875578125 0.00355073742012087
2 1 5 -0.651505895317469 0.552812555858973 -0.000391443984148437 0.00211319443011555 -0.00216418171699219 0.00342636001456825 -0.000823729873046875 0.00399838650681318 -0.000493827833984375 0.00336963618559984 -0.0008034543046875 0.00385885561604865 0.00117992942539062 0.00467998676836634 1.009357921875 0.00210219151719124 -0.2462362921875 0.00353968119000393 -0.0176614638046875 0.00396081536737998
2 1 5 -0.659999789363633 0.544871657712141 0.000334764342414063 0.00194191171265124 -0.000302262358554687 0.00390176625827603 -0.00028201641484375 0.0046747485562026 0.000468176785703125 0.00314700291872308 0.00232259657117188 0.00338270719239587 -0.003220978975 0.0041355325476168 1.009828625 0.00188700819738756 -0.2469195125 0.00339058693334921 -0.018290511953125 0.0043536532624863
2 1 5 -0.65056776896369 0.548991375059471 0.000853118097421875 0.00189493384308564 0.00274187871859375 0.00369998673893341 0.00179457885663594 0.00425175758573619 0.00279926654539062 0.0049659822711802 0.001233596877875 0.0037936729355803 -0.0024239185365625 0.00506401425133237 1.010691515625 0.0018926568709753 -0.24391155546875 0.0041274157485892 -0.0166295181796875 0.0044463537561777
2 1 5 -0.644122114043494 0.553975798884094 0.00029199637578125 0.00204900180860276 0.00136747096328125 0.00411325446661029 0.000565367056401563 0.00420849415821808 0.00031161400359375 0.00732446323227197 -0.000435646202203125 0.00397908006411744 0.000982519947734375 0.00458697146112658 1.010819765625 0.0020119103253461 -0.24218985625 0.00306593729992106 -0.0159467070234375 0.00395584521255994
2 1 5 -0.640787210232781 0.567724950633311 -0.00037946079296875 0.00166065351030315 -0.000461930775234375 0.00281511132961226 0.000506035197421875 0.00407099927800298 -0.00294422857890625 0.00663355324959547 -0.00016514982125 0.00394285588636296 0.00136441636726563 0.00374275359037977 1.010427921875 0.00166967929689456 -0.2425771734375 0.00270796915085199 -0.014805754078125 0.00399354187878874
2 1 4 -0.570213357480927 0.545480587120041 -0.027423536419375 0.0325118887511279 0.108260198835938 0.141483171075898 0.0565136401171875 0.103168061691389 -0.0194046051953125 0.0249009310534462 -0.0941628840625 0.0232899016402303 0.063357475046875 0.0422845925407124 0.9264601265625 0.00573839852552209 0.16874141171875 0.00750239053124052 0.37832932421875 0.00817979039979185
2 1 4 -0.625172535675936 0.565282399359474 0.00199401150380469 0.00696953791946745 -0.0106564804179687 0.0202506802709372 -0.0124428241148438 0.0135575235227276 -0.021383468203125 0.00672732129673989 -0.074421733125 0.0208670173769509 0.07113201546875 0.017260567664288 0.92869599921875 0.0026490969387891 0.16787158515625 0.00291630368953928 0.3749473578125 0.00349790378303514
2 1 4 -0.637487907064171 0.552927813737582 0.000499093987054687 0.00375191181376931 -0.00123044503515625 0.0119234930819079 0.00085362916484375 0.00635423423379755 -0.0121049964273438 0.00549187676587744 -0.041721848828125 0.0186756280010006 0.04279248890625 0.0183452784238937 0.92811754921875 0.00220293094497895 0.16851103515625 0.00297137925220054 0.3751204234375 0.00396939192480092
